user_id,days,steps_tried,correct,wrong,correct_ratio,viewed
101,0.0,0.0,0.0,0.0,0.0,6
103,0.0,0.0,0.0,0.0,0.0,4
104,0.0,0.0,0.0,0.0,0.0,12
106,0.0,0.0,0.0,0.0,0.0,2
108,0.0,0.0,0.0,0.0,0.0,15
110,0.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,53
114,0.0,0.0,0.0,0.0,0.0,2
115,0.0,0.0,0.0,0.0,0.0,30
116,0.0,0.0,0.0,0.0,0.0,2
117,0.0,0.0,0.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,10
121,0.0,0.0,0.0,0.0,0.0,67
123,0.0,0.0,0.0,0.0,0.0,20
125,0.0,0.0,0.0,0.0,0.0,5
126,0.0,0.0,0.0,0.0,0.0,2
127,0.0,0.0,0.0,0.0,0.0,39
128,0.0,0.0,0.0,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,16
130,0.0,0.0,0.0,0.0,0.0,10
131,0.0,0.0,0.0,0.0,0.0,8
132,0.0,0.0,0.0,0.0,0.0,4
133,0.0,0.0,0.0,0.0,0.0,40
134,0.0,0.0,0.0,0.0,0.0,20
135,0.0,0.0,0.0,0.0,0.0,3
137,0.0,0.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,37
139,0.0,0.0,0.0,0.0,0.0,2
142,0.0,0.0,0.0,0.0,0.0,5
144,0.0,0.0,0.0,0.0,0.0,12
145,0.0,0.0,0.0,0.0,0.0,147
146,0.0,0.0,0.0,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,48
148,0.0,0.0,0.0,0.0,0.0,10
149,0.0,0.0,0.0,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,4
152,0.0,0.0,0.0,0.0,0.0,12
154,0.0,0.0,0.0,0.0,0.0,6
157,0.0,0.0,0.0,0.0,0.0,79
158,0.0,0.0,0.0,0.0,0.0,2
160,0.0,0.0,0.0,0.0,0.0,2
163,0.0,0.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,48
169,0.0,0.0,0.0,0.0,0.0,5
170,0.0,0.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,15
172,0.0,0.0,0.0,0.0,0.0,4
173,0.0,0.0,0.0,0.0,0.0,3
175,0.0,0.0,0.0,0.0,0.0,35
176,0.0,0.0,0.0,0.0,0.0,8
178,0.0,0.0,0.0,0.0,0.0,11
179,0.0,0.0,0.0,0.0,0.0,2
181,0.0,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,2
183,0.0,0.0,0.0,0.0,0.0,136
184,0.0,0.0,0.0,0.0,0.0,13
187,0.0,0.0,0.0,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,7
189,0.0,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,9
192,0.0,0.0,0.0,0.0,0.0,6
194,0.0,0.0,0.0,0.0,0.0,2
196,0.0,0.0,0.0,0.0,0.0,11
197,0.0,0.0,0.0,0.0,0.0,14
199,0.0,0.0,0.0,0.0,0.0,1
201,0.0,0.0,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,0.0,341
203,0.0,0.0,0.0,0.0,0.0,1
209,0.0,0.0,0.0,0.0,0.0,1
210,0.0,0.0,0.0,0.0,0.0,1
211,0.0,0.0,0.0,0.0,0.0,2
214,0.0,0.0,0.0,0.0,0.0,5
215,0.0,0.0,0.0,0.0,0.0,44
216,0.0,0.0,0.0,0.0,0.0,1
219,0.0,0.0,0.0,0.0,0.0,25
220,0.0,0.0,0.0,0.0,0.0,41
221,0.0,0.0,0.0,0.0,0.0,1
222,0.0,0.0,0.0,0.0,0.0,1
223,0.0,0.0,0.0,0.0,0.0,10
224,0.0,0.0,0.0,0.0,0.0,5
225,0.0,0.0,0.0,0.0,0.0,20
226,0.0,0.0,0.0,0.0,0.0,116
227,0.0,0.0,0.0,0.0,0.0,63
228,0.0,0.0,0.0,0.0,0.0,3
229,0.0,0.0,0.0,0.0,0.0,69
230,0.0,0.0,0.0,0.0,0.0,11
231,0.0,0.0,0.0,0.0,0.0,72
232,0.0,0.0,0.0,0.0,0.0,13
233,0.0,0.0,0.0,0.0,0.0,1
238,0.0,0.0,0.0,0.0,0.0,1
239,0.0,0.0,0.0,0.0,0.0,27
240,0.0,0.0,0.0,0.0,0.0,27
243,0.0,0.0,0.0,0.0,0.0,2
244,0.0,0.0,0.0,0.0,0.0,1
245,0.0,0.0,0.0,0.0,0.0,2
246,0.0,0.0,0.0,0.0,0.0,14
247,0.0,0.0,0.0,0.0,0.0,32
249,0.0,0.0,0.0,0.0,0.0,10
250,0.0,0.0,0.0,0.0,0.0,62
251,0.0,0.0,0.0,0.0,0.0,131
252,0.0,0.0,0.0,0.0,0.0,1
254,0.0,0.0,0.0,0.0,0.0,1
255,0.0,0.0,0.0,0.0,0.0,2
256,0.0,0.0,0.0,0.0,0.0,1
257,0.0,0.0,0.0,0.0,0.0,1
258,0.0,0.0,0.0,0.0,0.0,4
259,0.0,0.0,0.0,0.0,0.0,13
262,0.0,0.0,0.0,0.0,0.0,1
263,0.0,0.0,0.0,0.0,0.0,64
265,0.0,0.0,0.0,0.0,0.0,1
266,0.0,0.0,0.0,0.0,0.0,4
267,0.0,0.0,0.0,0.0,0.0,1
268,0.0,0.0,0.0,0.0,0.0,3
270,0.0,0.0,0.0,0.0,0.0,3
272,0.0,0.0,0.0,0.0,0.0,1
274,0.0,0.0,0.0,0.0,0.0,1
275,0.0,0.0,0.0,0.0,0.0,15
277,0.0,0.0,0.0,0.0,0.0,19
278,0.0,0.0,0.0,0.0,0.0,1
279,0.0,0.0,0.0,0.0,0.0,38
280,0.0,0.0,0.0,0.0,0.0,1
281,0.0,0.0,0.0,0.0,0.0,206
282,0.0,0.0,0.0,0.0,0.0,15
284,0.0,0.0,0.0,0.0,0.0,54
285,0.0,0.0,0.0,0.0,0.0,1
286,0.0,0.0,0.0,0.0,0.0,9
290,0.0,0.0,0.0,0.0,0.0,26
291,0.0,0.0,0.0,0.0,0.0,28
294,0.0,0.0,0.0,0.0,0.0,9
296,0.0,0.0,0.0,0.0,0.0,11
297,0.0,0.0,0.0,0.0,0.0,11
299,0.0,0.0,0.0,0.0,0.0,58
300,0.0,0.0,0.0,0.0,0.0,1
302,0.0,0.0,0.0,0.0,0.0,11
305,0.0,0.0,0.0,0.0,0.0,2
307,0.0,0.0,0.0,0.0,0.0,4
309,0.0,0.0,0.0,0.0,0.0,6
310,0.0,0.0,0.0,0.0,0.0,1
312,0.0,0.0,0.0,0.0,0.0,1
313,0.0,0.0,0.0,0.0,0.0,6
314,0.0,0.0,0.0,0.0,0.0,11
315,0.0,0.0,0.0,0.0,0.0,1
316,0.0,0.0,0.0,0.0,0.0,33
321,0.0,0.0,0.0,0.0,0.0,7
322,0.0,0.0,0.0,0.0,0.0,37
323,0.0,0.0,0.0,0.0,0.0,52
325,0.0,0.0,0.0,0.0,0.0,1
326,0.0,0.0,0.0,0.0,0.0,11
330,0.0,0.0,0.0,0.0,0.0,1
332,0.0,0.0,0.0,0.0,0.0,57
333,0.0,0.0,0.0,0.0,0.0,1
334,0.0,0.0,0.0,0.0,0.0,36
336,0.0,0.0,0.0,0.0,0.0,124
338,0.0,0.0,0.0,0.0,0.0,176
339,0.0,0.0,0.0,0.0,0.0,7
340,0.0,0.0,0.0,0.0,0.0,4
342,0.0,0.0,0.0,0.0,0.0,1
343,0.0,0.0,0.0,0.0,0.0,18
345,0.0,0.0,0.0,0.0,0.0,17
347,0.0,0.0,0.0,0.0,0.0,1
350,0.0,0.0,0.0,0.0,0.0,47
352,0.0,0.0,0.0,0.0,0.0,1
353,0.0,0.0,0.0,0.0,0.0,37
354,0.0,0.0,0.0,0.0,0.0,1
356,0.0,0.0,0.0,0.0,0.0,4
357,0.0,0.0,0.0,0.0,0.0,12
358,0.0,0.0,0.0,0.0,0.0,1
359,0.0,0.0,0.0,0.0,0.0,2
360,0.0,0.0,0.0,0.0,0.0,1
361,0.0,0.0,0.0,0.0,0.0,51
362,0.0,0.0,0.0,0.0,0.0,1
365,0.0,0.0,0.0,0.0,0.0,29
368,0.0,0.0,0.0,0.0,0.0,18
369,0.0,0.0,0.0,0.0,0.0,6
370,0.0,0.0,0.0,0.0,0.0,6
371,0.0,0.0,0.0,0.0,0.0,1
372,0.0,0.0,0.0,0.0,0.0,1
374,0.0,0.0,0.0,0.0,0.0,1
376,0.0,0.0,0.0,0.0,0.0,1
377,0.0,0.0,0.0,0.0,0.0,1
378,0.0,0.0,0.0,0.0,0.0,1
379,0.0,0.0,0.0,0.0,0.0,78
380,0.0,0.0,0.0,0.0,0.0,4
381,0.0,0.0,0.0,0.0,0.0,2
383,0.0,0.0,0.0,0.0,0.0,65
384,0.0,0.0,0.0,0.0,0.0,2
385,0.0,0.0,0.0,0.0,0.0,29
387,0.0,0.0,0.0,0.0,0.0,31
390,0.0,0.0,0.0,0.0,0.0,1
392,0.0,0.0,0.0,0.0,0.0,1
393,0.0,0.0,0.0,0.0,0.0,1
394,0.0,0.0,0.0,0.0,0.0,14
395,0.0,0.0,0.0,0.0,0.0,35
396,0.0,0.0,0.0,0.0,0.0,1
397,0.0,0.0,0.0,0.0,0.0,12
398,0.0,0.0,0.0,0.0,0.0,12
399,0.0,0.0,0.0,0.0,0.0,17
401,0.0,0.0,0.0,0.0,0.0,1
402,0.0,0.0,0.0,0.0,0.0,2
403,0.0,0.0,0.0,0.0,0.0,1
404,0.0,0.0,0.0,0.0,0.0,48
405,0.0,0.0,0.0,0.0,0.0,1
407,0.0,0.0,0.0,0.0,0.0,3
408,0.0,0.0,0.0,0.0,0.0,1
410,0.0,0.0,0.0,0.0,0.0,320
412,0.0,0.0,0.0,0.0,0.0,1
413,0.0,0.0,0.0,0.0,0.0,22
415,0.0,0.0,0.0,0.0,0.0,1
416,0.0,0.0,0.0,0.0,0.0,1
420,0.0,0.0,0.0,0.0,0.0,62
422,0.0,0.0,0.0,0.0,0.0,181
426,0.0,0.0,0.0,0.0,0.0,1
427,0.0,0.0,0.0,0.0,0.0,22
428,0.0,0.0,0.0,0.0,0.0,135
429,0.0,0.0,0.0,0.0,0.0,1
431,0.0,0.0,0.0,0.0,0.0,1
432,0.0,0.0,0.0,0.0,0.0,10
433,0.0,0.0,0.0,0.0,0.0,5
434,0.0,0.0,0.0,0.0,0.0,21
435,0.0,0.0,0.0,0.0,0.0,2
436,0.0,0.0,0.0,0.0,0.0,3
437,0.0,0.0,0.0,0.0,0.0,122
438,0.0,0.0,0.0,0.0,0.0,32
439,0.0,0.0,0.0,0.0,0.0,71
440,0.0,0.0,0.0,0.0,0.0,36
442,0.0,0.0,0.0,0.0,0.0,54
443,0.0,0.0,0.0,0.0,0.0,27
444,0.0,0.0,0.0,0.0,0.0,28
445,0.0,0.0,0.0,0.0,0.0,11
446,0.0,0.0,0.0,0.0,0.0,59
447,0.0,0.0,0.0,0.0,0.0,3
449,0.0,0.0,0.0,0.0,0.0,4
450,0.0,0.0,0.0,0.0,0.0,7
451,0.0,0.0,0.0,0.0,0.0,1
452,0.0,0.0,0.0,0.0,0.0,1
453,0.0,0.0,0.0,0.0,0.0,29
454,0.0,0.0,0.0,0.0,0.0,13
455,0.0,0.0,0.0,0.0,0.0,5
456,0.0,0.0,0.0,0.0,0.0,1
457,0.0,0.0,0.0,0.0,0.0,1
458,0.0,0.0,0.0,0.0,0.0,4
463,0.0,0.0,0.0,0.0,0.0,6
464,0.0,0.0,0.0,0.0,0.0,7
466,0.0,0.0,0.0,0.0,0.0,1
468,0.0,0.0,0.0,0.0,0.0,11
469,0.0,0.0,0.0,0.0,0.0,1
472,0.0,0.0,0.0,0.0,0.0,92
473,0.0,0.0,0.0,0.0,0.0,6
475,0.0,0.0,0.0,0.0,0.0,1
477,0.0,0.0,0.0,0.0,0.0,17
478,0.0,0.0,0.0,0.0,0.0,1
479,0.0,0.0,0.0,0.0,0.0,1
480,0.0,0.0,0.0,0.0,0.0,1
481,0.0,0.0,0.0,0.0,0.0,16
482,0.0,0.0,0.0,0.0,0.0,14
484,0.0,0.0,0.0,0.0,0.0,6
488,0.0,0.0,0.0,0.0,0.0,27
489,0.0,0.0,0.0,0.0,0.0,20
490,0.0,0.0,0.0,0.0,0.0,55
491,0.0,0.0,0.0,0.0,0.0,27
492,0.0,0.0,0.0,0.0,0.0,1
493,0.0,0.0,0.0,0.0,0.0,29
495,0.0,0.0,0.0,0.0,0.0,10
496,0.0,0.0,0.0,0.0,0.0,167
497,0.0,0.0,0.0,0.0,0.0,1
499,0.0,0.0,0.0,0.0,0.0,1
500,0.0,0.0,0.0,0.0,0.0,2
501,0.0,0.0,0.0,0.0,0.0,40
502,0.0,0.0,0.0,0.0,0.0,13
505,0.0,0.0,0.0,0.0,0.0,33
506,0.0,0.0,0.0,0.0,0.0,46
507,0.0,0.0,0.0,0.0,0.0,1
508,0.0,0.0,0.0,0.0,0.0,66
509,0.0,0.0,0.0,0.0,0.0,27
510,0.0,0.0,0.0,0.0,0.0,1
512,0.0,0.0,0.0,0.0,0.0,43
513,0.0,0.0,0.0,0.0,0.0,2
514,0.0,0.0,0.0,0.0,0.0,1
515,0.0,0.0,0.0,0.0,0.0,1
517,0.0,0.0,0.0,0.0,0.0,11
519,0.0,0.0,0.0,0.0,0.0,27
520,0.0,0.0,0.0,0.0,0.0,28
521,0.0,0.0,0.0,0.0,0.0,10
524,0.0,0.0,0.0,0.0,0.0,11
525,0.0,0.0,0.0,0.0,0.0,35
526,0.0,0.0,0.0,0.0,0.0,1
527,0.0,0.0,0.0,0.0,0.0,1
528,0.0,0.0,0.0,0.0,0.0,26
529,0.0,0.0,0.0,0.0,0.0,1
531,0.0,0.0,0.0,0.0,0.0,1
532,0.0,0.0,0.0,0.0,0.0,2
533,0.0,0.0,0.0,0.0,0.0,3
535,0.0,0.0,0.0,0.0,0.0,3
536,0.0,0.0,0.0,0.0,0.0,1
537,0.0,0.0,0.0,0.0,0.0,4
539,0.0,0.0,0.0,0.0,0.0,10
540,0.0,0.0,0.0,0.0,0.0,1
541,0.0,0.0,0.0,0.0,0.0,84
542,0.0,0.0,0.0,0.0,0.0,65
544,0.0,0.0,0.0,0.0,0.0,27
545,0.0,0.0,0.0,0.0,0.0,1
546,0.0,0.0,0.0,0.0,0.0,2
547,0.0,0.0,0.0,0.0,0.0,1
548,0.0,0.0,0.0,0.0,0.0,3
550,0.0,0.0,0.0,0.0,0.0,12
551,0.0,0.0,0.0,0.0,0.0,24
552,0.0,0.0,0.0,0.0,0.0,1
553,0.0,0.0,0.0,0.0,0.0,61
555,0.0,0.0,0.0,0.0,0.0,24
556,0.0,0.0,0.0,0.0,0.0,22
559,0.0,0.0,0.0,0.0,0.0,1
560,0.0,0.0,0.0,0.0,0.0,50
563,0.0,0.0,0.0,0.0,0.0,1
564,0.0,0.0,0.0,0.0,0.0,61
568,0.0,0.0,0.0,0.0,0.0,29
569,0.0,0.0,0.0,0.0,0.0,69
572,0.0,0.0,0.0,0.0,0.0,54
573,0.0,0.0,0.0,0.0,0.0,20
576,0.0,0.0,0.0,0.0,0.0,21
580,0.0,0.0,0.0,0.0,0.0,6
581,0.0,0.0,0.0,0.0,0.0,12
582,0.0,0.0,0.0,0.0,0.0,53
585,0.0,0.0,0.0,0.0,0.0,1
587,0.0,0.0,0.0,0.0,0.0,60
589,0.0,0.0,0.0,0.0,0.0,186
590,0.0,0.0,0.0,0.0,0.0,21
591,0.0,0.0,0.0,0.0,0.0,73
592,0.0,0.0,0.0,0.0,0.0,2
594,0.0,0.0,0.0,0.0,0.0,14
595,0.0,0.0,0.0,0.0,0.0,16
596,0.0,0.0,0.0,0.0,0.0,32
597,0.0,0.0,0.0,0.0,0.0,3
598,0.0,0.0,0.0,0.0,0.0,1
603,0.0,0.0,0.0,0.0,0.0,1
604,0.0,0.0,0.0,0.0,0.0,45
605,0.0,0.0,0.0,0.0,0.0,144
606,0.0,0.0,0.0,0.0,0.0,17
607,0.0,0.0,0.0,0.0,0.0,2
608,0.0,0.0,0.0,0.0,0.0,57
609,0.0,0.0,0.0,0.0,0.0,2
610,0.0,0.0,0.0,0.0,0.0,11
612,0.0,0.0,0.0,0.0,0.0,7
616,0.0,0.0,0.0,0.0,0.0,25
618,0.0,0.0,0.0,0.0,0.0,11
620,0.0,0.0,0.0,0.0,0.0,176
621,0.0,0.0,0.0,0.0,0.0,5
622,0.0,0.0,0.0,0.0,0.0,6
623,0.0,0.0,0.0,0.0,0.0,1
624,0.0,0.0,0.0,0.0,0.0,3
626,0.0,0.0,0.0,0.0,0.0,1
629,0.0,0.0,0.0,0.0,0.0,5
631,0.0,0.0,0.0,0.0,0.0,1
632,0.0,0.0,0.0,0.0,0.0,26
633,0.0,0.0,0.0,0.0,0.0,1
634,0.0,0.0,0.0,0.0,0.0,2
635,0.0,0.0,0.0,0.0,0.0,42
636,0.0,0.0,0.0,0.0,0.0,1
637,0.0,0.0,0.0,0.0,0.0,1
638,0.0,0.0,0.0,0.0,0.0,38
639,0.0,0.0,0.0,0.0,0.0,1
640,0.0,0.0,0.0,0.0,0.0,1
641,0.0,0.0,0.0,0.0,0.0,1
643,0.0,0.0,0.0,0.0,0.0,4
644,0.0,0.0,0.0,0.0,0.0,6
645,0.0,0.0,0.0,0.0,0.0,65
646,0.0,0.0,0.0,0.0,0.0,3
648,0.0,0.0,0.0,0.0,0.0,8
649,0.0,0.0,0.0,0.0,0.0,8
651,0.0,0.0,0.0,0.0,0.0,77
652,0.0,0.0,0.0,0.0,0.0,1
653,0.0,0.0,0.0,0.0,0.0,6
654,0.0,0.0,0.0,0.0,0.0,1
655,0.0,0.0,0.0,0.0,0.0,37
656,0.0,0.0,0.0,0.0,0.0,3
657,0.0,0.0,0.0,0.0,0.0,30
658,0.0,0.0,0.0,0.0,0.0,1
660,0.0,0.0,0.0,0.0,0.0,11
661,0.0,0.0,0.0,0.0,0.0,2
662,0.0,0.0,0.0,0.0,0.0,1
663,0.0,0.0,0.0,0.0,0.0,4
665,0.0,0.0,0.0,0.0,0.0,21
667,0.0,0.0,0.0,0.0,0.0,4
668,0.0,0.0,0.0,0.0,0.0,1
669,0.0,0.0,0.0,0.0,0.0,10
670,0.0,0.0,0.0,0.0,0.0,1
671,0.0,0.0,0.0,0.0,0.0,2
673,0.0,0.0,0.0,0.0,0.0,11
674,0.0,0.0,0.0,0.0,0.0,1
675,0.0,0.0,0.0,0.0,0.0,170
676,0.0,0.0,0.0,0.0,0.0,34
677,0.0,0.0,0.0,0.0,0.0,41
678,0.0,0.0,0.0,0.0,0.0,64
681,0.0,0.0,0.0,0.0,0.0,38
682,0.0,0.0,0.0,0.0,0.0,6
684,0.0,0.0,0.0,0.0,0.0,1
686,0.0,0.0,0.0,0.0,0.0,45
687,0.0,0.0,0.0,0.0,0.0,10
688,0.0,0.0,0.0,0.0,0.0,1
689,0.0,0.0,0.0,0.0,0.0,86
690,0.0,0.0,0.0,0.0,0.0,1
691,0.0,0.0,0.0,0.0,0.0,9
692,0.0,0.0,0.0,0.0,0.0,16
694,0.0,0.0,0.0,0.0,0.0,14
695,0.0,0.0,0.0,0.0,0.0,10
697,0.0,0.0,0.0,0.0,0.0,50
699,0.0,0.0,0.0,0.0,0.0,30
701,0.0,0.0,0.0,0.0,0.0,20
702,0.0,0.0,0.0,0.0,0.0,65
703,0.0,0.0,0.0,0.0,0.0,10
705,0.0,0.0,0.0,0.0,0.0,2
706,0.0,0.0,0.0,0.0,0.0,1
707,0.0,0.0,0.0,0.0,0.0,3
708,0.0,0.0,0.0,0.0,0.0,27
709,0.0,0.0,0.0,0.0,0.0,103
710,0.0,0.0,0.0,0.0,0.0,104
711,0.0,0.0,0.0,0.0,0.0,2
712,0.0,0.0,0.0,0.0,0.0,1
713,0.0,0.0,0.0,0.0,0.0,103
714,0.0,0.0,0.0,0.0,0.0,1
715,0.0,0.0,0.0,0.0,0.0,3
716,0.0,0.0,0.0,0.0,0.0,46
717,0.0,0.0,0.0,0.0,0.0,10
718,0.0,0.0,0.0,0.0,0.0,3
719,0.0,0.0,0.0,0.0,0.0,1
720,0.0,0.0,0.0,0.0,0.0,3
721,0.0,0.0,0.0,0.0,0.0,147
722,0.0,0.0,0.0,0.0,0.0,6
724,0.0,0.0,0.0,0.0,0.0,127
727,0.0,0.0,0.0,0.0,0.0,31
728,0.0,0.0,0.0,0.0,0.0,1
729,0.0,0.0,0.0,0.0,0.0,8
730,0.0,0.0,0.0,0.0,0.0,2
732,0.0,0.0,0.0,0.0,0.0,21
735,0.0,0.0,0.0,0.0,0.0,63
737,0.0,0.0,0.0,0.0,0.0,1
738,0.0,0.0,0.0,0.0,0.0,52
740,0.0,0.0,0.0,0.0,0.0,44
742,0.0,0.0,0.0,0.0,0.0,1
743,0.0,0.0,0.0,0.0,0.0,2
746,0.0,0.0,0.0,0.0,0.0,1
748,0.0,0.0,0.0,0.0,0.0,8
749,0.0,0.0,0.0,0.0,0.0,5
750,0.0,0.0,0.0,0.0,0.0,2
751,0.0,0.0,0.0,0.0,0.0,1
752,0.0,0.0,0.0,0.0,0.0,113
753,0.0,0.0,0.0,0.0,0.0,8
755,0.0,0.0,0.0,0.0,0.0,66
756,0.0,0.0,0.0,0.0,0.0,18
758,0.0,0.0,0.0,0.0,0.0,12
759,0.0,0.0,0.0,0.0,0.0,31
761,0.0,0.0,0.0,0.0,0.0,216
762,0.0,0.0,0.0,0.0,0.0,1
763,0.0,0.0,0.0,0.0,0.0,20
764,0.0,0.0,0.0,0.0,0.0,34
766,0.0,0.0,0.0,0.0,0.0,45
767,0.0,0.0,0.0,0.0,0.0,20
768,0.0,0.0,0.0,0.0,0.0,7
769,0.0,0.0,0.0,0.0,0.0,23
771,0.0,0.0,0.0,0.0,0.0,49
772,0.0,0.0,0.0,0.0,0.0,1
773,0.0,0.0,0.0,0.0,0.0,11
775,0.0,0.0,0.0,0.0,0.0,5
776,0.0,0.0,0.0,0.0,0.0,1
777,0.0,0.0,0.0,0.0,0.0,7
780,0.0,0.0,0.0,0.0,0.0,10
781,0.0,0.0,0.0,0.0,0.0,38
782,0.0,0.0,0.0,0.0,0.0,21
783,0.0,0.0,0.0,0.0,0.0,24
784,0.0,0.0,0.0,0.0,0.0,1
785,0.0,0.0,0.0,0.0,0.0,56
786,0.0,0.0,0.0,0.0,0.0,1
787,0.0,0.0,0.0,0.0,0.0,6
788,0.0,0.0,0.0,0.0,0.0,4
789,0.0,0.0,0.0,0.0,0.0,8
790,0.0,0.0,0.0,0.0,0.0,75
791,0.0,0.0,0.0,0.0,0.0,306
792,0.0,0.0,0.0,0.0,0.0,1
793,0.0,0.0,0.0,0.0,0.0,27
794,0.0,0.0,0.0,0.0,0.0,1
797,0.0,0.0,0.0,0.0,0.0,48
798,0.0,0.0,0.0,0.0,0.0,11
799,0.0,0.0,0.0,0.0,0.0,14
803,0.0,0.0,0.0,0.0,0.0,22
806,0.0,0.0,0.0,0.0,0.0,1
808,0.0,0.0,0.0,0.0,0.0,94
809,0.0,0.0,0.0,0.0,0.0,124
811,0.0,0.0,0.0,0.0,0.0,33
813,0.0,0.0,0.0,0.0,0.0,2
814,0.0,0.0,0.0,0.0,0.0,1
815,0.0,0.0,0.0,0.0,0.0,29
816,0.0,0.0,0.0,0.0,0.0,182
817,0.0,0.0,0.0,0.0,0.0,1
818,0.0,0.0,0.0,0.0,0.0,1
819,0.0,0.0,0.0,0.0,0.0,30
821,0.0,0.0,0.0,0.0,0.0,1
822,0.0,0.0,0.0,0.0,0.0,126
823,0.0,0.0,0.0,0.0,0.0,18
824,0.0,0.0,0.0,0.0,0.0,146
825,0.0,0.0,0.0,0.0,0.0,17
826,0.0,0.0,0.0,0.0,0.0,53
827,0.0,0.0,0.0,0.0,0.0,49
830,0.0,0.0,0.0,0.0,0.0,30
831,0.0,0.0,0.0,0.0,0.0,214
833,0.0,0.0,0.0,0.0,0.0,22
834,0.0,0.0,0.0,0.0,0.0,70
836,0.0,0.0,0.0,0.0,0.0,19
838,0.0,0.0,0.0,0.0,0.0,32
839,0.0,0.0,0.0,0.0,0.0,16
840,0.0,0.0,0.0,0.0,0.0,3
841,0.0,0.0,0.0,0.0,0.0,180
842,0.0,0.0,0.0,0.0,0.0,1
843,0.0,0.0,0.0,0.0,0.0,7
844,0.0,0.0,0.0,0.0,0.0,1
